,转债代码,转债名称,正股代码,正股名称,现价,涨跌幅,成交额,换手率,近5日涨跌幅,近20日涨跌幅,近3月涨跌幅,近1年涨跌幅,剩余规模（亿元）,转股价值,溢价率,正股价格,正股涨跌幅,正股成交额,正股波动率,双低指标,纯债价值,转债/正股流通市值比,自选标记,更新时间,上市日期,发行规模（亿元）,债券评级,到期日期,剩余年限,转股价,回售触发价,强赎触发价,距离转股开始天数,转股开始日期,下修条件,下修次数,下修成功次数,强赎标记,确定强赎日期,确定强赎价格,强赎天数统计
263,123128,首华转债,1300483,首华燃气,105.689,-0.14,996.49,0.68,-4.01,-0.85,2.1,5.69,13.79,61.91,70.71,15.49,2.18,2746.94,68.14,176.4,96.0,39.9,0,09:50:03,2021-11-18,13.79,AA,27-11-01,5.17,25.02,17.51,32.53,0,2022-05-05,10/20  90%,0,0,,,,0/15 | 30
264,123129,锦鸡转债,1300798,锦鸡股份,115.58,0.45,107.3,0.16,-2.05,-2.3,0.11,15.58,6.0,89.71,28.84,7.15,0.42,45.91,40.78,144.42,87.66,40.8,0,09:49:57,2021-11-24,6.0,AA-,27-11-04,5.178,7.97,4.78,9.56,0,2022-05-10,15/30  80%,1,1,,,,0/20 | 30
265,123130,设研转债,1300732,设研院,131.17,0.15,348.24,0.71,-3.55,-5.5,-8.63,31.17,3.756,110.28,18.94,10.19,1.29,1079.9,55.41,150.11,97.58,11.4,0,09:50:03,2021-12-02,3.76,AA,27-11-11,5.197,9.24,6.47,12.01,0,2022-05-17,15/30  85%,0,0,,,,0/15 | 30
266,123131,奥飞转债,1300738,奥飞数据,118.35,0.48,78.97,0.11,-2.83,-7.36,-5.79,18.35,6.35,77.23,53.24,9.43,1.07,893.33,50.78,171.59,80.52,9.9,0,09:49:54,2021-12-22,6.35,A+,27-12-03,5.258,12.21,8.55,15.87,0,2022-06-09,15/30  85%,0,0,,,,0/15 | 30
267,123132,回盛转债,1300871,回盛生物,123.6,1.56,1291.99,1.5,4.02,3.86,4.39,23.6,7.0,92.5,33.62,25.9,4.65,3492.98,47.6,157.22,89.32,32.6,0,09:50:03,2022-01-07,7.0,AA-,27-12-17,5.296,28.0,19.6,36.4,0,2022-06-23,15/30  85%,0,0,,,,0/15 | 30
268,123133,佩蒂转债,1300673,佩蒂股份,137.325,0.83,5157.14,5.21,-1.89,10.57,14.89,37.33,7.199,126.64,8.44,22.58,2.64,5098.33,39.85,145.77,88.76,19.5,0,09:50:03,2022-01-21,7.2,AA-,27-12-22,5.31,17.83,12.48,23.18,0,2022-06-28,15/30  85%,1,1,,,,0/15 | 30
269,123134,卡倍转债,1300863,卡倍亿,160.312,-0.52,5363.07,12.01,0.51,-22.54,-58.27,60.31,2.787,98.48,62.79,74.55,-1.19,1186.31,62.3,223.1,79.41,20.0,0,09:50:03,2022-01-18,2.79,A+,27-12-27,5.323,75.7,52.99,98.41,0,2022-07-01,15/30  85%,1,1,,,,0/15 | 30
270,123135,泰林转债,1300813,泰林生物,180.993,0.06,12060.32,31.7,6.67,-3.58,-51.74,80.99,2.098,61.38,194.87,33.41,0.36,396.31,78.36,375.86,79.87,23.7,0,09:50:03,2022-01-19,2.1,A+,27-12-28,5.326,54.43,38.1,70.76,0,2022-07-04,15/30  85%,0,0,,,,0/15 | 30
271,123136,城市转债,1300778,新城市,131.295,0.66,11050.39,18.29,-0.67,-35.19,-56.38,31.3,4.597,80.68,62.74,14.07,1.08,206.32,58.97,194.04,88.44,21.8,0,09:50:03,2022-02-15,4.6,AA-,28-01-21,5.392,17.44,12.21,22.67,0,2022-07-27,15/30  85%,0,0,,,,0/15 | 30
272,123137,锦浪转债,1300763,锦浪科技,154.083,2.94,21180.9,16.52,-12.0,-8.67,17.94,54.08,8.378,153.85,0.15,232.86,1.35,31799.57,68.05,154.23,86.21,1.2,0,09:50:03,2022-03-02,8.97,AA-,28-02-10,5.447,151.36,105.95,196.77,0,2022-08-16,15/30  85%,0,0,,,,12/15 | 30
273,123138,丝路转债,1300556,丝路视觉,130.196,-0.54,856.52,2.73,-1.15,-7.27,-25.9,30.2,2.4,71.48,82.14,19.02,-0.47,1185.01,72.55,212.34,78.66,13.3,0,09:50:03,2022-03-22,2.4,A+,28-03-01,5.501,26.61,18.63,34.59,7,,15/30  85%,0,0,,,,0/15 | 30
274,123139,铂科转债,1300811,铂科新材,146.178,0.12,1951.19,3.11,-8.06,-10.76,-14.06,46.18,4.3,125.53,16.45,95.4,0.74,1395.87,64.56,162.63,78.32,8.8,0,09:50:03,2022-03-31,4.3,A+,28-03-10,5.526,76.0,53.2,98.8,18,,15/30  85%,0,0,,,,0/15 | 30
275,123140,天地转债,1300743,天地数码,162.459,-0.3,5448.03,19.54,7.95,-13.81,-31.11,62.46,1.72,99.59,63.13,12.27,1.91,511.67,48.67,225.59,68.33,14.0,0,09:50:03,2022-03-30,1.72,A,28-03-13,5.534,12.32,8.62,16.02,18,,15/30  85%,0,0,,,,0/15 | 30
276,123141,宏丰转债,1300283,温州宏丰,125.754,-0.52,967.96,2.38,-1.23,-9.01,-28.02,25.75,3.213,83.28,51.0,5.73,-0.35,618.65,42.27,176.75,70.19,19.0,0,09:50:03,2022-04-08,3.213,A,28-03-14,5.537,6.88,4.82,8.94,20,,15/30  90%,0,0,,,,0/15 | 30
277,123142,申昊转债,1300853,申昊科技,119.134,0.27,225.62,0.35,-0.72,-8.63,0.93,19.13,5.5,77.57,53.58,26.46,-0.82,438.61,52.57,172.71,74.6,22.4,0,09:49:57,2022-04-11,5.5,A+,28-03-17,5.545,34.11,23.88,44.34,25,,15/30  85%,0,0,,,,0/15 | 30
278,123143,胜蓝转债,1300843,胜蓝股份,178.612,3.54,41271.97,69.78,23.42,-10.23,-21.67,78.61,3.3,83.07,115.01,19.38,0.36,1281.07,53.55,293.62,84.97,31.8,0,09:50:03,2022-04-22,3.3,AA-,28-03-30,5.581,23.33,16.33,30.33,39,,15/30  85%,0,0,,,,0/15 | 30
279,123144,裕兴转债,1300305,裕兴股份,125.849,-0.12,661.34,0.87,-5.52,-5.65,1.49,25.85,6.0,97.49,29.09,13.62,-0.73,924.74,60.85,154.94,86.68,18.9,0,09:50:00,2022-04-27,6.0,AA-,28-04-10,5.611,13.97,9.78,18.16,46,,15/30  85%,0,0,,,,0/15 | 30
280,123145,药石转债,1300725,药石科技,130.355,0.66,430.74,0.29,-0.4,-2.84,0.93,30.36,11.5,90.13,44.63,83.71,-0.46,2881.95,58.81,174.99,93.83,8.4,0,09:49:42,2022-05-18,11.5,AA,28-04-19,5.636,92.88,65.02,120.74,55,,15/30  85%,0,0,,,,0/15 | 30
281,123146,中环转2,1300692,中环环保,116.769,0.4,420.84,0.42,-2.67,-2.68,1.5,16.77,8.64,95.72,21.99,7.15,0.42,808.08,40.91,138.76,86.87,32.3,0,09:50:03,2022-05-26,8.64,AA-,28-05-05,5.679,7.47,5.23,9.71,74,,15/30  90%,0,0,,,,0/15 | 30
282,123147,中辰转债,1300933,中辰股份,126.77,0.17,642.15,0.89,-2.75,-9.96,26.77,26.77,5.705,106.56,18.97,8.29,0.0,692.37,66.88,145.74,85.69,29.3,0,09:49:57,2022-06-21,5.705,AA-,28-05-30,5.748,7.78,5.45,10.11,97,,15/30  85%,0,0,,,,0/15 | 30
283,123148,上能转债,1300827,上能电气,168.241,0.3,11238.89,15.84,-19.29,-19.2,68.24,68.24,4.2,149.57,12.48,54.31,0.02,10708.34,80.92,180.72,74.28,7.2,0,09:50:03,2022-07-01,4.2,A+,28-06-13,5.786,36.31,25.42,47.2,110,,15/30  85%,0,0,,,,0/15 | 30
284,123149,通裕转债,1300185,通裕重工,125.2,0.16,191.63,0.1,-4.13,-7.1,25.2,25.2,14.847,98.19,27.51,2.72,1.12,1098.38,38.22,152.71,94.61,17.7,0,09:50:00,2022-07-15,14.847,AA,28-06-19,5.803,2.77,1.94,3.6,116,,15/30  85%,0,0,,,,0/15 | 30
285,123150,九强转债,1300406,九强生物,127.719,1.77,790.57,0.54,1.69,-2.13,27.72,27.72,11.39,106.52,19.9,18.78,1.68,2962.44,54.56,147.62,82.03,18.1,0,09:50:03,2022-07-20,11.39,AA-,28-06-29,5.83,17.63,12.34,22.92,127,,15/30  85%,0,0,,,,0/15 | 30
286,123151,康医转债,1300869,康泰医学,121.685,0.32,169.6,0.2,-0.13,-0.5,21.69,21.69,7.0,86.04,41.43,24.28,1.76,1736.68,50.98,163.12,76.18,18.0,0,09:50:03,2022-07-20,7.0,A+,28-06-30,5.833,28.22,19.75,36.69,130,,15/30  85%,0,0,,,,0/15 | 30
287,123152,润禾转债,1300727,润禾材料,142.819,-2.84,1854.41,4.4,-7.74,42.82,42.82,42.82,2.92,107.52,32.83,31.47,-3.73,3547.84,61.89,175.65,77.61,8.2,0,09:50:03,2022-08-11,2.92,A+,28-07-20,5.888,29.27,20.49,38.05,148,,15/30  85%,0,0,,,,0/15 | 30
288,123153,英力转债,1300956,英力股份,127.484,-0.79,1064.15,2.44,-2.1,27.48,27.48,27.48,3.4,84.36,51.12,16.23,0.5,226.83,47.39,178.6,75.76,36.7,0,09:50:03,2022-08-11,3.4,A+,28-07-20,5.888,19.24,13.47,25.01,148,,15/30  85%,0,0,,,,0/15 | 30
289,123154,火星转债,1300894,火星人,125.7,0.4,1408.49,2.12,-1.02,25.7,25.7,25.7,5.29,89.62,40.26,31.0,1.21,1928.41,49.32,165.96,84.72,15.2,0,09:50:03,2022-08-23,5.29,AA-,28-08-04,5.929,34.59,24.21,44.97,165,,15/30  85%,0,0,,,,0/15 | 30
290,123155,中陆转债,1301040,中环海陆,120.91,1.61,16386.01,37.48,20.91,20.91,20.91,20.91,3.6,74.37,62.58,23.65,3.55,3505.1,70.5,183.49,75.29,21.9,0,09:50:03,2022-08-31,3.6,A+,28-08-11,5.948,31.8,22.26,41.34,172,,15/30  85%,0,0,,,,0/15 | 30
291,123156,博汇转债,1300839,博汇股份,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,90.63,10.34,13.64,1.26,382.34,54.5,110.34,75.08,36.8,0,,2022-09-02,3.97,A+,28-08-15,5.959,15.05,10.54,19.57,174,,15/30  85%,0,0,,,,0/15 | 30
292,127004,模塑转债,1000700,模塑科技,180.422,0.79,2743.59,11.58,-3.71,-17.69,13.12,6.95,1.311,75.97,137.49,5.5,1.85,2512.52,41.89,317.91,106.12,2.6,0,09:50:03,2017-06-26,8.137,AA-,23-06-02,0.751,7.24,5.07,9.41,0,2017-12-08,15/30  85%,0,0,,,,0/20 | 30
293,127005,长证转债,1000783,长江证券,114.55,0.04,86.47,0.02,-0.3,1.76,2.06,-8.5,49.964,83.16,37.75,5.68,-0.18,1879.14,24.93,152.3,103.27,15.9,0,09:49:57,2018-04-11,50.0,AAA,24-03-12,1.529,6.83,,8.88,0,2018-09-17,15/30  80%,0,0,,,,0/15 | 30
294,127006,敖东转债,1000623,吉林敖东,116.664,0.13,35.7,0.01,-1.8,8.02,8.55,5.87,24.072,70.9,64.55,14.13,0.14,1035.02,26.94,181.21,102.81,14.7,0,09:49:18,2018-05-11,24.13,AA+,24-03-13,1.532,19.93,13.95,25.91,0,2018-09-19,15/30  80%,0,0,,,,0/15 | 30
295,127007,湖广转债,1000665,湖北广电,137.424,-1.56,3246.94,6.38,-2.98,-6.15,-23.99,33.67,3.69,120.07,14.45,6.7,-1.62,5355.85,76.82,151.87,104.98,4.9,1,09:50:03,2018-08-01,17.336,AA+,24-06-28,1.825,5.58,3.91,7.25,0,2019-01-04,10/20  90%,1,1,,,,4/15 | 30
296,127012,招路转债,1001965,招商公路,114.603,-0.12,142.08,0.02,1.03,0.97,-1.44,4.19,49.998,92.03,24.53,7.62,0.79,300.84,28.99,139.13,100.74,33.9,0,09:50:00,2019-04-30,50.0,AAA,25-03-21,2.553,8.28,5.8,10.76,0,2019-09-30,15/30  90%,0,0,,,,0/15 | 30
297,127014,北方转债,1000065,北方国际,158.067,-3.21,23869.21,27.92,3.99,23.31,23.59,30.1,5.344,141.03,12.08,11.0,-1.52,21571.65,50.4,170.15,104.87,5.4,0,09:50:03,2019-11-21,5.78,AA+,25-10-23,3.145,7.8,5.46,10.14,0,2020-04-30,15/30  80%,0,0,,,,9/15 | 30
298,127015,希望转债,1000876,新希望,118.678,0.15,80.51,0.07,-1.51,-0.97,3.88,10.38,9.495,79.9,48.53,15.78,0.45,14801.21,43.59,167.21,100.45,1.3,0,09:50:00,2020-02-04,40.0,AAA,26-01-02,3.34,19.75,13.83,25.68,0,2020-07-09,15/30  80%,0,0,,,,0/15 | 30
299,127016,鲁泰转债,1000726,鲁泰A,116.0,-0.09,685.0,0.42,-1.13,0.17,3.71,13.06,13.999,90.48,28.21,7.79,0.13,1602.75,31.31,144.21,103.96,31.5,0,09:50:03,2020-05-13,14.0,AA+,26-04-08,3.603,8.61,6.03,11.19,0,2020-10-15,20/30  80%,0,0,,,,0/15 | 30
300,127017,万青转债,1000789,万年青,119.201,0.17,156.02,0.13,0.1,0.59,-2.81,-2.85,9.996,79.7,49.56,10.09,0.6,1184.39,35.38,168.76,105.28,12.4,0,09:50:00,2020-07-02,10.0,AA+,26-06-02,3.753,12.66,8.86,16.46,0,2020-12-09,15/30  80%,0,0,,,,0/15 | 30
301,127018,本钢转债,1000761,本钢板材,115.458,-0.16,321.78,0.05,-0.8,-0.47,-0.74,-8.73,56.311,85.32,35.32,3.37,0.0,202.24,40.3,150.78,114.8,45.1,0,09:50:03,2020-08-04,68.0,AAA,26-06-28,3.825,3.95,2.77,5.14,0,2021-01-04,10/20  85%,0,0,,,,0/15 | 30
302,127019,国城转债,1000688,国城矿业,117.188,0.58,1100.52,1.11,-1.97,-3.03,7.23,13.48,8.498,87.65,33.7,18.46,-3.05,3084.06,58.73,150.89,100.76,4.0,0,09:50:03,2020-08-10,8.5,AA,26-07-14,3.868,21.06,14.74,27.38,0,2021-01-21,15/30  85%,0,0,,,,0/15 | 30
303,127020,中金转债,1000060,中金岭南,117.751,0.19,297.05,0.08,-1.33,1.07,1.53,-7.36,30.228,97.36,20.94,4.42,0.23,2748.73,36.56,138.69,100.87,18.3,0,09:50:00,2020-08-14,38.0,AA+,26-07-19,3.882,4.54,3.18,5.9,0,2021-01-25,15/30  85%,0,0,,,,0/15 | 30
304,127021,特发转2,1000070,特发信息,122.131,0.01,323.89,0.64,-1.36,-7.9,5.18,13.86,4.159,89.22,36.89,6.54,0.62,1330.96,44.92,159.02,103.35,7.6,0,09:49:57,2020-09-04,5.5,AA,25-08-06,2.932,7.33,5.13,9.53,0,2021-02-18,10/20  90%,1,1,,,,0/15 | 30
305,127022,恒逸转债,1000703,恒逸石化,116.665,0.23,123.15,0.05,-1.81,-1.4,-4.98,-8.37,19.998,83.18,40.26,9.15,1.1,2258.7,32.61,156.93,96.06,6.0,0,09:49:57,2020-11-16,20.0,AA+,26-10-15,4.123,11.0,7.7,14.3,0,2021-04-22,15/30  85%,0,0,,,,0/15 | 30
306,127024,盈峰转债,1000967,盈峰环境,107.26,0.05,55.91,0.04,-0.23,-0.8,1.0,-4.23,14.761,59.83,79.27,4.84,0.0,421.41,34.56,186.53,101.16,9.6,0,09:49:57,2020-12-02,14.762,AA+,26-11-03,4.175,8.09,5.66,10.52,0,2021-05-10,15/30  85%,0,0,,,,0/15 | 30
307,127025,冀东转债,1000401,冀东水泥,111.793,0.28,28.93,0.01,-0.44,0.27,0.83,-5.24,17.765,69.53,60.78,9.22,1.32,2508.81,30.67,172.57,97.9,12.5,0,09:49:39,2020-12-02,28.2,AAA,26-11-04,4.178,13.26,9.28,17.24,0,2021-05-11,15/30  85%,0,0,,,,0/15 | 30
308,127026,超声转债,1000823,超声电子,115.518,0.02,37.56,0.05,-2.64,-4.06,2.23,-0.42,6.997,81.46,41.81,10.28,-0.29,1971.33,36.64,157.33,97.63,12.7,0,09:50:03,2021-01-14,7.0,AA,26-12-07,4.268,12.62,8.83,16.41,0,2021-06-15,15/30  85%,0,0,,,,0/15 | 30
309,127027,靖远转债,1000552,靖远煤电,137.5,1.15,3864.95,1.44,-7.78,1.63,-2.62,16.53,19.474,128.25,7.21,3.95,1.28,6669.65,57.32,144.71,101.09,19.7,0,09:50:03,2021-01-22,28.0,AA+,26-12-09,4.274,3.08,2.16,4.0,0,2021-06-16,15/30  85%,0,0,,,,7/15 | 30
310,127028,英特转债,1000411,英特集团,119.086,0.36,1096.17,1.54,-0.3,0.55,2.4,8.95,5.982,97.51,22.13,10.58,2.03,1393.19,45.94,141.22,98.97,18.9,0,09:50:03,2021-03-10,6.0,AA+,27-01-04,4.345,10.85,7.6,14.11,0,2021-07-12,15/30  85%,1,1,,,,0/15 | 30
311,127029,中钢转债,1000928,中钢国际,125.527,0.54,315.58,0.31,-2.77,2.0,-1.0,-32.25,8.189,108.33,15.87,6.11,0.99,1046.45,48.88,141.4,102.15,10.5,0,09:49:57,2021-04-23,9.6,AA+,27-03-18,4.545,5.64,3.95,7.33,0,2021-09-27,15/30  85%,0,0,,,,0/15 | 30
312,127030,盛虹转债,1000301,东方盛虹,158.152,-0.08,5750.32,0.73,-12.91,-14.71,15.44,-30.94,49.981,140.04,12.93,18.85,-2.13,10116.89,61.55,171.08,97.77,5.5,0,09:50:03,2021-04-21,50.0,AA+,27-03-21,4.553,13.46,9.42,17.5,0,2021-09-27,15/30  80%,0,0,G,,,0/15 | 30
313,127031,洋丰转债,1000902,新洋丰,122.521,0.34,100.37,0.08,-2.37,-4.15,-2.86,-11.47,9.999,87.59,39.88,15.39,0.2,1164.36,43.52,162.4,99.88,5.5,0,09:49:57,2021-04-23,10.0,AA,27-03-24,4.562,17.57,12.3,22.84,0,2021-10-08,15/30  85%,1,1,,,,0/15 | 30
314,127032,苏行转债,1002966,苏州银行,116.44,-0.25,315.05,0.05,-0.48,0.26,4.82,6.94,49.995,91.56,27.17,6.51,0.0,2536.98,20.27,143.61,100.94,21.7,0,09:50:03,2021-05-12,50.0,AAA,27-04-12,4.614,7.11,,9.24,0,2021-10-18,15/30  80%,0,0,,,,0/15 | 30
315,127033,中装转2,1002822,中装建设,112.407,-0.08,341.7,0.26,-1.22,-2.33,-2.25,-0.08,11.594,77.58,44.89,4.88,0.83,801.07,48.76,157.3,99.63,36.6,0,09:50:00,2021-05-24,11.6,AA,27-04-15,4.622,6.29,4.4,8.18,0,2021-10-22,15/30  85%,0,0,,,,0/15 | 30
316,127034,绿茵转债,1002887,绿茵生态,107.797,0.28,9475.48,12.22,0.47,1.6,0.69,1.83,7.118,78.27,37.72,9.69,1.57,17039.33,40.23,145.52,91.16,44.4,0,09:50:00,2021-05-28,7.12,AA-,27-04-29,4.66,12.38,8.67,16.09,0,2021-11-11,10/20  85%,0,0,,,,0/15 | 30
317,127035,濮耐转债,1002225,濮耐股份,125.335,0.11,1367.77,1.74,-5.34,-1.62,8.92,0.43,6.262,110.73,13.19,4.85,0.0,1301.37,37.91,138.53,101.24,15.7,0,09:50:03,2021-06-18,6.264,AA,26-05-25,3.732,4.38,3.07,5.69,0,2021-12-01,15/30  85%,0,0,,,,0/15 | 30
318,127036,三花转债,1002050,三花智控,136.746,0.92,2049.14,0.5,-5.04,-9.44,13.46,-3.22,29.988,121.59,12.46,26.02,1.48,18466.19,49.9,149.21,98.85,3.3,0,09:50:03,2021-06-30,30.0,AA+,27-05-31,4.748,21.4,14.98,27.82,0,2021-12-07,15/30  85%,0,0,G,,,0/15 | 30
319,127037,银轮转债,1002126,银轮股份,144.3,0.27,2192.61,2.17,-7.29,-10.32,17.56,3.85,6.995,116.37,24.0,12.44,0.73,3944.24,52.44,168.3,97.39,7.5,0,09:50:03,2021-07-09,7.0,AA,27-06-04,4.759,10.69,7.48,13.9,0,2021-12-13,15/30  90%,0,0,G,,,0/15 | 30
320,127038,国微转债,1002049,紫光国微,187.316,2.08,10693.94,3.79,-4.82,-1.6,23.8,-9.94,14.936,163.29,14.71,160.32,2.76,40137.1,48.14,202.03,98.77,1.1,0,09:50:03,2021-07-14,15.0,AA+,27-06-09,4.773,98.18,68.73,127.63,0,2021-12-17,15/30  85%,0,0,G,,,0/15 | 30
321,127039,北港转债,1000582,北部湾港,119.802,-0.08,254.25,0.12,-0.99,0.09,-2.05,1.7,17.631,94.74,26.45,7.74,0.65,1332.84,42.61,146.25,98.44,16.2,0,09:50:03,2021-07-23,30.0,AAA,27-06-28,4.825,8.17,5.72,10.62,0,2022-01-05,15/30  85%,0,0,,,,0/15 | 30
322,127040,国泰转债,1002091,江苏国泰,122.6,-0.27,971.73,0.2,-2.66,-1.49,-3.54,-23.66,39.873,105.13,16.62,9.22,0.33,3143.83,52.88,139.22,96.79,27.4,0,09:50:03,2021-08-10,45.574,AA+,27-07-06,4.847,8.77,6.14,11.4,0,2022-01-13,15/30  85%,0,0,,,,0/15 | 30
323,127041,弘亚转债,1002833,弘亚数控,112.083,-0.06,43.84,0.07,-1.29,-1.97,1.0,-13.98,5.999,55.22,102.98,14.82,0.41,619.83,36.13,215.06,95.56,15.8,0,09:49:15,2021-08-10,6.0,AA-,26-07-11,3.86,26.84,18.79,34.89,0,2022-01-17,15/30  85%,0,0,,,,0/15 | 30
324,127042,嘉美转债,1002969,嘉美包装,111.824,-0.2,240.34,0.29,-0.63,0.46,0.68,11.82,7.498,83.74,33.54,4.07,-0.73,336.78,41.07,145.36,98.35,41.5,0,09:50:03,2021-09-08,7.5,AA,27-08-09,4.94,4.86,3.4,6.32,0,2022-02-14,15/30  85%,0,0,,,,0/15 | 30
325,127043,川恒转债,1002895,川恒股份,143.259,0.99,2018.38,1.35,-5.43,-6.73,-11.57,43.26,10.447,130.39,9.87,26.99,1.96,3987.3,67.3,153.13,91.02,7.8,0,09:50:03,2021-09-23,11.6,AA-,27-08-11,4.945,20.7,14.49,26.91,0,2022-02-18,15/30  85%,0,0,G,,,0/15 | 30
326,127044,蒙娜转债,1002918,蒙娜丽莎,109.358,0.44,339.22,0.27,-0.62,-0.63,0.83,9.36,11.689,52.65,107.71,14.02,0.94,2113.63,55.09,217.07,98.29,38.1,0,09:50:03,2021-09-16,11.689,AA,27-08-16,4.959,26.63,18.64,34.62,0,2022-02-21,15/30  85%,0,0,,,,0/15 | 30
327,127045,牧原转债,1002714,牧原股份,135.514,0.13,1750.17,0.14,-0.74,1.65,9.29,35.51,95.442,123.64,9.6,58.68,0.1,23238.7,42.33,145.11,95.19,4.5,0,09:50:03,2021-09-10,95.5,AA+,27-08-16,4.959,47.46,33.22,61.7,0,2022-02-21,15/30  80%,0,0,,,,0/15 | 30
328,127046,百润转债,1002568,百润股份,114.7,-0.12,46.38,0.04,0.17,-3.13,-0.89,14.7,11.278,48.23,137.82,22.88,-1.84,5834.72,52.12,252.52,96.42,6.9,0,09:49:57,2021-11-03,11.28,AA,27-09-29,5.079,47.44,33.21,61.67,0,2022-04-12,15/30  85%,0,0,,,,0/15 | 30
329,127047,帝欧转债,1002798,帝欧家居,102.867,0.06,295.78,0.19,-1.75,-0.3,-1.61,2.87,14.999,58.1,77.05,7.75,0.39,242.83,40.93,179.92,89.66,83.7,0,09:50:03,2021-11-26,15.0,AA-,27-10-25,5.151,13.34,9.34,17.34,0,2022-04-29,15/30  80%,0,0,,,,0/15 | 30
330,127049,希望转2,1000876,新希望,125.383,0.13,955.9,0.09,-1.85,1.48,6.08,25.38,81.437,109.2,14.82,15.78,0.45,14801.21,43.59,140.2,95.91,11.5,0,09:50:03,2021-11-29,81.5,AAA,27-11-02,5.173,14.45,10.12,18.79,0,2022-05-09,15/30  80%,0,0,,,,0/15 | 30
331,127050,麒麟转债,1002984,森麒麟,129.532,-1.27,446.48,0.16,-5.45,-5.1,3.36,29.53,21.989,99.68,29.95,34.57,-1.23,1781.84,48.97,159.48,95.91,22.1,0,09:49:54,2021-12-06,21.99,AA,27-11-11,5.197,34.68,24.28,45.08,0,2022-05-17,15/30  85%,0,0,,,,0/15 | 30
332,127051,博杰转债,1002975,博杰股份,114.03,0.03,760.21,1.27,-4.5,-5.44,-7.29,14.03,5.26,62.12,83.56,38.42,-0.08,600.77,45.23,197.59,89.84,35.2,0,09:50:03,2021-12-17,5.26,AA-,27-11-17,5.214,61.85,43.3,80.41,0,2022-05-23,20/30  85%,1,0,,,,0/15 | 30
333,127052,西子转债,1002534,西子洁能,115.011,-0.42,1771.03,1.38,-7.45,-4.32,-0.25,15.01,11.1,64.14,79.31,17.89,-1.11,7388.75,68.38,194.32,95.3,8.6,0,09:50:03,2022-01-24,11.1,AA,27-12-24,5.315,27.89,19.52,36.26,0,2022-06-30,15/30  85%,0,0,,,,0/15 | 30
334,127053,豪美转债,1002988,豪美新材,119.481,0.32,83.42,0.09,0.46,-1.62,9.45,19.48,8.24,64.96,83.93,13.83,1.99,509.05,55.98,203.41,90.72,73.2,0,09:49:18,2022-03-04,8.24,AA-,28-01-24,5.4,21.29,14.9,27.68,0,2022-07-28,15/30  85%,0,0,,,,0/15 | 30
335,127054,双箭转债,1002381,双箭股份,114.987,0.12,64.03,0.11,-1.71,-2.89,0.43,14.99,5.136,83.92,37.02,6.47,1.25,287.59,28.75,152.01,96.36,24.7,0,09:50:03,2022-03-15,5.136,AA,28-02-11,5.449,7.71,5.4,10.02,0,2022-08-17,15/30  85%,0,0,,,,0/15 | 30
336,127055,精装转债,1002989,中天精装,116.934,0.79,278.99,0.42,-1.17,-5.93,-0.06,16.93,5.77,78.85,48.3,15.06,1.76,409.82,53.88,165.23,87.59,41.8,0,09:50:03,2022-03-24,5.77,AA-,28-02-21,5.477,19.1,13.37,24.83,0,2022-08-29,15/30  85%,0,0,,,,0/15 | 30
337,127056,中特转债,1000708,中信特钢,117.02,-0.07,269.62,0.05,-0.66,-2.24,-0.45,17.02,50.0,80.87,44.7,19.57,-1.01,1282.74,41.07,161.72,94.12,20.3,0,09:49:42,2022-04-15,50.0,AAA,28-02-25,5.488,24.2,16.94,31.46,4,,15/30  80%,0,0,,,,0/15 | 30
338,127057,盘龙转债,1002864,盘龙药业,223.446,0.81,10634.83,17.1,0.07,-20.95,-30.22,123.45,2.76,124.76,79.1,32.95,0.76,969.86,64.81,302.55,78.48,15.1,0,09:50:03,2022-04-08,2.76,A+,28-03-02,5.504,26.41,18.49,34.33,8,,15/30  85%,0,0,,,,0/15 | 30
339,127058,科伦转债,1002422,科伦药业,143.216,-0.7,530.23,0.12,-0.75,-4.56,18.28,43.22,30.0,129.91,10.24,21.63,0.75,3869.85,32.57,153.46,94.34,12.4,0,09:50:03,2022-04-20,30.0,AA+,28-03-17,5.545,16.65,11.66,21.65,25,,10/30  85%,0,0,,,,0/15 | 30
340,127059,永东转2,1002753,永东股份,137.3,-0.78,1048.56,2.01,-9.49,-14.82,-11.48,37.3,3.8,112.83,21.69,9.76,-0.81,1637.88,56.12,158.99,86.91,16.1,0,09:50:03,2022-05-16,3.8,AA-,28-04-07,5.603,8.65,6.06,11.25,43,,10/20  90%,0,0,,,,0/15 | 30
341,127060,湘佳转债,1002982,湘佳股份,128.299,0.82,369.5,0.45,-1.46,2.07,28.3,28.3,6.4,103.05,24.5,43.86,1.93,2133.1,46.42,152.8,72.62,30.9,0,09:50:03,2022-06-10,6.4,A+,28-04-19,5.636,42.56,29.79,55.33,54,,15/30  80%,0,0,,,,0/15 | 30
342,127061,美锦转债,1000723,美锦能源,116.7,0.08,1332.23,0.32,-1.77,0.25,4.65,16.7,35.9,88.24,32.25,11.48,0.97,15844.64,52.27,148.95,88.89,7.9,0,09:50:03,2022-05-30,35.9,AA-,28-04-19,5.636,13.01,9.11,16.91,55,,15/30  85%,0,0,,,,0/15 | 30
