,转债代码,转债名称,正股代码,正股名称,现价,涨跌幅,成交额,换手率,近5日涨跌幅,近20日涨跌幅,近3月涨跌幅,近1年涨跌幅,剩余规模（亿元）,转股价值,溢价率,正股价格,正股涨跌幅,正股成交额,正股波动率,双低指标,纯债价值,转债/正股流通市值比,自选标记,更新时间,上市日期,发行规模（亿元）,债券评级,到期日期,剩余年限,转股价,回售触发价,强赎触发价,距离转股开始天数,转股开始日期,下修条件,下修次数,下修成功次数,强赎标记,确定强赎日期,确定强赎价格,强赎天数统计
422,128135,洽洽转债,1002557,洽洽食品,122.993,-0.01,90.99,0.06,-0.08,-2.08,-0.88,7.06,13.399,79.23,55.24,46.89,-0.93,2684.89,44.98,178.23,104.35,5.6,0,09:49:57,2020-11-18,13.4,AA,26-10-19,4.134,59.18,41.43,76.93,0,2021-04-26,15/30  85%,0,0,,,,0/15 | 30
423,128136,立讯转债,1002475,立讯精密,117.42,-0.64,345.01,0.1,1.17,0.45,4.25,3.21,29.993,63.79,84.07,36.84,-1.81,40086.74,48.48,201.49,98.63,1.2,0,09:50:03,2020-12-02,30.0,AA+,26-11-02,4.173,57.75,40.43,75.08,0,2021-05-10,15/30  80%,0,0,,,,0/15 | 30
424,128137,洁美转债,1002859,洁美科技,125.613,-0.07,32.07,0.04,-5.28,-6.26,0.73,-9.6,5.994,90.81,38.33,24.91,0.0,812.55,39.86,163.94,92.64,6.0,0,09:50:03,2020-12-01,6.0,AA-,26-11-03,4.175,27.43,19.2,35.66,0,2021-05-10,15/30  80%,0,0,,,,0/15 | 30
425,128138,侨银转债,1002973,侨银股份,118.695,0.17,57.63,0.12,-0.9,-0.29,2.81,7.41,4.199,49.27,140.91,12.43,0.16,195.13,37.47,259.61,107.53,31.7,0,09:49:36,2020-12-24,4.2,AA-,26-11-16,4.211,25.23,17.66,32.8,0,2021-05-24,15/30  85%,0,0,,,,0/15 | 30
426,128140,润建转债,1002929,润建股份,153.051,2.24,852.92,0.52,-4.76,-12.59,5.81,18.64,10.896,135.53,12.93,35.51,1.0,871.65,44.02,165.98,99.46,19.2,0,09:50:03,2020-12-29,10.9,AA,26-12-04,4.26,26.2,18.34,34.06,0,2021-06-15,15/30  90%,0,0,G,,,0/15 | 30
427,128141,旺能转债,1002034,旺能环境,138.638,-1.18,1072.73,0.61,-3.61,-13.89,2.46,11.72,12.701,127.63,8.62,20.0,0.0,1119.81,41.65,147.26,99.27,14.9,0,09:50:03,2021-01-18,14.0,AA,26-12-17,4.296,15.67,10.97,20.37,0,2021-06-23,15/30  85%,0,0,G,,,0/15 | 30
428,128142,新乳转债,1002946,新乳业,113.538,0.83,74.29,0.09,0.74,0.33,2.8,-3.75,7.18,64.62,75.7,11.89,-0.92,2047.05,36.69,189.24,99.26,7.1,0,09:49:39,2021-01-19,7.18,AA,26-12-17,4.296,18.4,12.88,23.92,0,2021-06-24,15/30  80%,0,0,,,,0/15 | 30
429,128143,锋龙转债,1002931,锋龙股份,123.142,-0.19,740.34,2.47,-4.17,-7.41,5.44,1.69,2.442,86.06,43.09,10.87,1.12,386.23,46.51,166.23,86.51,12.5,0,09:50:03,2021-01-29,2.45,A+,27-01-07,4.353,12.63,8.84,16.42,0,2021-07-14,15/30  85%,0,0,,,,0/15 | 30
430,128144,利民转债,1002734,利民股份,124.557,0.04,1397.99,1.14,1.07,1.42,3.8,4.67,9.794,100.71,23.68,11.28,-0.62,1587.02,39.85,148.24,97.53,26.7,0,09:50:03,2021-03-24,9.8,AA,27-02-28,4.496,11.2,7.84,14.56,0,2021-09-06,15/30  85%,1,1,,,,0/15 | 30
431,128145,日丰转债,1002953,日丰股份,133.548,-2.31,5785.66,11.46,-7.24,-11.5,12.5,11.77,3.767,122.53,8.99,12.78,-3.18,4799.86,55.36,142.54,89.03,18.3,0,09:50:03,2021-04-16,3.8,AA-,27-03-21,4.553,10.43,7.3,13.56,0,2021-09-27,15/30  85%,0,0,G,,,0/15 | 30
